point_id,direction,status,gcs_uri,latitude,longitude,street_bearing,heading,pano_id
0524,left,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260221T142707Z/0524_left_40.9720281_29.0487423_305.6.jpg,40.9720281,29.0487423,35.62,305.62,CAoSFkNJSE0wb2dLRUlDQWdJRGE3ZU9ET3c.
0525,forward,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260221T142707Z/0525_forward_40.9721743_29.0488811_35.6.jpg,40.9721743,29.0488811,35.63,35.63,CAoSFkNJSE0wb2dLRUlDQWdJRGE3WTNCWWc.
0525,right,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260221T142707Z/0525_right_40.9721743_29.0488811_125.6.jpg,40.9721743,29.0488811,35.63,125.63,CAoSFkNJSE0wb2dLRUlDQWdJRGE3WTNCWWc.
0525,backward,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260221T142707Z/0525_backward_40.9721743_29.0488811_215.6.jpg,40.9721743,29.0488811,35.63,215.63,CAoSFkNJSE0wb2dLRUlDQWdJRGE3WTNCWWc.
0525,left,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260221T142707Z/0525_left_40.9721743_29.0488811_305.6.jpg,40.9721743,29.0488811,35.63,305.63,CAoSFkNJSE0wb2dLRUlDQWdJRGE3WTNCWWc.
0526,forward,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260221T142707Z/0526_forward_40.9723205_29.0490198_35.6.jpg,40.9723205,29.0490198,35.63,35.63,CAoSF0NJSE0wb2dLRUlDQWdJRGFuWjZRZ1FF
0526,right,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260221T142707Z/0526_right_40.9723205_29.0490198_125.6.jpg,40.9723205,29.0490198,35.63,125.63,CAoSF0NJSE0wb2dLRUlDQWdJRGFuWjZRZ1FF
0526,backward,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260221T142707Z/0526_backward_40.9723205_29.0490198_215.6.jpg,40.9723205,29.0490198,35.63,215.63,CAoSF0NJSE0wb2dLRUlDQWdJRGFuWjZRZ1FF
0526,left,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260221T142707Z/0526_left_40.9723205_29.0490198_305.6.jpg,40.9723205,29.0490198,35.63,305.63,CAoSF0NJSE0wb2dLRUlDQWdJRGFuWjZRZ1FF
0527,forward,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260221T142707Z/0527_forward_40.9724667_29.0491586_35.6.jpg,40.9724667,29.0491586,35.63,35.63,CAoSFkNJSE0wb2dLRUlDQWdJRGFuYkdDQWc.
